Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,Beds,Bed_Category
140223,Advocate Lutheran General Hospital,1775 DEMPSTER ST,Park Ridge,IL,60068,COOK,8477232210,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,"1775 DEMPSTER ST
PARK RIDGE, IL
(42.039748, -87.848146)",200,Large
181308,Bluegrass Community Hospital,360 AMSDEN AVENUE,Versailles,KY,40383,WOODFORD,8598792300,Critical Access Hospitals,Proprietary,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"360 AMSDEN AVENUE
VERSAILLES, KY
(38.055343, -84.723415)",30,Small
140054,Macneal  Hospital,3249 SOUTH OAK PARK AVENUE,Berwyn,IL,60402,COOK,7087839100,Acute Care Hospitals,Proprietary,True,True,2,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"3249 SOUTH OAK PARK AVENUE
BERWYN, IL
(41.832002, -87.792783)",200,Large
183300,Shriners Hospital For Children,1900 RICHMOND ROAD,Lexington,KY,40502,FAYETTE,8592662101,Childrens,Voluntary non-profit - Private,False,True,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"1900 RICHMOND ROAD
LEXINGTON, KY
(38.022629, -84.470055)",100,Medium
181306,Methodist Hospital Union County,4604 US HIGHWAY 60 WEST,Morganfield,KY,42437,UNION,2703895000,Critical Access Hospitals,Voluntary non-profit - Church,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"4604 US HIGHWAY 60 WEST
MORGANFIELD, KY
(37.701675, -87.836923)",30,Small
210060,Fort Washington Hospital,11711 LIVINGSTON ROAD,Fort Washington,MD,20744,PRINCE GEORGES,3012927000,Acute Care Hospitals,Voluntary non-profit - Other,True,True,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,Not Available,Data suppressed by CMS for one or more quarters,"11711 LIVINGSTON ROAD
FORT WASHINGTON, MD
(38.728813, -76.991588)",200,Large
111331,Mitchell County Hospital,90 STEPHENS STREET,Camilla,GA,31730,MITCHELL,2293365284,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"90 STEPHENS STREET
CAMILLA, GA
(31.229291, -84.212588)",30,Small
171366,Harper Hospital District No 5,700 WEST 13TH,Harper,KS,67058,HARPER,6208967324,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"700 WEST 13TH
HARPER, KS
(37.283672, -98.033002)",30,Small
191323,Richland Parish Hospital-Delhi,407 CINCINNATI STREET,Delhi,LA,71232,RICHLAND,3188785171,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,"407 CINCINNATI STREET
DELHI, LA
(32.452864, -91.494079)",30,Small
190218,Sabine Medical Center,240 HIGHLAND DRIVE,Many,LA,71449,SABINE,3182561232,Acute Care Hospitals,Proprietary,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Below the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"240 HIGHLAND DRIVE
MANY, LA
(31.560713, -93.471154)",200,Large
180027,Murray-Calloway County Hospital,803 POPLAR STREET,Murray,KY,42071,CALLOWAY,2707621100,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Below the national average,,Above the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,"803 POPLAR STREET
MURRAY, KY
(36.60866, -88.309498)",200,Large
150004,Franciscan Health Hammond,5454 HOHMAN AVE,Hammond,IN,46320,LAKE,2199322300,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,,Above the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"5454 HOHMAN AVE
HAMMOND, IN
(41.61449, -87.52201)",200,Large
161367,Pella Regional Health Center,404 JEFFERSON STREET,Pella,IA,50219,MARION,6416283150,Critical Access Hospitals,Voluntary non-profit - Other,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,,"404 JEFFERSON STREET
PELLA, IA
(41.412337, -92.911667)",30,Small
110226,Dekalb Medical Center At Hillandale,2801 DEKALB MEDICAL PARKWAY,Lithonia,GA,30058,DEKALB,4045018040,Acute Care Hospitals,Government - Hospital District or Authority,True,True,2,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"2801 DEKALB MEDICAL PARKWAY
LITHONIA, GA
(33.705488, -84.146927)",200,Large
161336,Hegg Memorial Health Center,1202 21ST AVENUE,Rock Valley,IA,51247,SIOUX,7124768000,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"1202 21ST AVENUE
ROCK VALLEY, IA
(43.201693, -96.285086)",30,Small
110191,Piedmont Henry Hospital,1133 EAGLE'S LANDING PARKWAY,Stockbridge,GA,30281,HENRY,6786041000,Acute Care Hospitals,Government - Hospital District or Authority,True,True,2,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"1133 EAGLE'S LANDING PARKWAY
STOCKBRIDGE, GA
(33.508996, -84.225561)",200,Large
170013,Hays Medical Center,2220 CANTERBURY DRIVE,Hays,KS,67601,ELLIS,7856235000,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,,"2220 CANTERBURY DRIVE
HAYS, KS
(38.879604, -99.299273)",200,Large
190140,Franklin Medical Center,2106 LOOP ROAD,Winnsboro,LA,71295,FRANKLIN,3184359411,Acute Care Hospitals,Government - Hospital District or Authority,True,True,2,,Same as the national average,,Not Available,Results are not available for this reporting period,Below the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"2106 LOOP ROAD
WINNSBORO, LA
(32.15888, -91.705234)",200,Large
